853;870;850;809;784;784;767;767;767;767;748;709;709;709;709;709;709;709;685;683;683;683;683;683;683;683;683;683;657;657;657;657;657;657;657;657;637;637;637;637;623;623;623;623;599;599;599;599;599;599;599;599;599;573;573;570;570;570;570;570;570;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565;565
894;911;891;886;886;863;837;820;820;796;796;796;782;782;782;782;782;782;782;767;767;767;741;741;741;741;741;741;715;715;715;715;715;715;675;675;675;675;675;675;675;675;675;651;651;651;651;651;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600;600
1001;982;942;903;862;861;821;821;804;804;804;804;804;804;804;804;804;764;745;706;704;704;704;704;704;704;704;688;688;688;688;688;688;688;688;688;688;688;688;688;688;648;625;625;625;625;625;584;584;584;584;584;584;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;581;578;578;578;578;578;578;578;578;578;578;578;578;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538
873;833;794;794;794;780;775;775;774;774;774;759;757;757;757;757;757;757;757;757;757;757;737;717;717;716;716;700;700;700;700;700;659;659;659;659;659;659;659;634;634;634;595;595;595;595;595;595;595;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551
953;938;937;921;902;877;877;877;877;877;862;862;862;860;840;840;824;824;824;821;781;756;716;716;716;716;716;716;716;692;692;692;692;692;692;692;692;692;677;637;637;637;637;637;637;637;637;637;637;637;637;637;635;635;635;635;635;635;635;635;635;610;610;610;610;610;610;610;610;610;610;610;610;610;610;610;610;610;610;610;607;607;607;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;583;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563;563
893;894;875;835;835;835;835;835;835;820;805;805;764;724;724;710;710;710;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;659;659;659;659;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;639;613;613;613;613;596;596;596;596;596;596;596;593;593;567;567;567;567;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;550;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547;547
811;812;811;790;788;788;771;755;755;714;714;714;714;714;714;714;700;700;660;660;660;660;635;635;635;635;635;618;618;618;618;618;618;618;618;578;578;578;578;578;578;578;578;578;578;578;578;578;578;578;578;578;578;575;575;570;570;570;570;570;570;570;570;570;570;570;570;570;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;556;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533
867;852;833;817;817;800;783;743;717;677;661;661;658;658;638;638;638;638;638;638;638;598;598;598;593;593;593;593;568;568;568;568;553;553;553;553;553;553;553;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;551;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534
915;935;934;917;901;901;884;884;845;845;845;805;805;805;805;779;778;752;752;733;733;716;716;676;673;673;673;673;673;673;673;673;670;670;670;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;651;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;627;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;607;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584;584
916;935;894;892;877;877;876;836;836;817;817;803;803;803;763;723;684;684;684;684;684;665;651;651;648;648;648;629;629;603;603;603;603;603;603;603;603;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;577;577;577;577;577;577;577;577;577;577;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537
